,Id,Status Category,Probability of conversion,Use Case,Created Date
16967,klkeow6o,Engaged,0.45,Corporate Events,2019-10-30
16968,2di8vpz0,Waiting,0.4,Corporate Events,2018-02-03
16969,jg9ck2ee,Waiting,0.4,Corporate Events,2019-01-12
16970,6nlnbsdt,Waiting,0.4,Indefinite,2019-10-30
16971,rxbutl0u,Waiting,0.4,Corporate Events,2018-02-03
16972,R4w9xhEM,Qualified,0.5,Corporate Events,2019-01-12
16973,odnb1wsg,Discarded,0.1,Corporate Events,2019-10-30
16974,bd2z9zey,Waiting,0.4,Corporate Events,2018-02-03
16975,hxVgsCYF,Qualified,0.5,Corporate Events,2019-01-12
16976,eki1m9o4,Discarded,0.1,Corporate Events,2019-10-30
16977,9yd0yd5b,Waiting,0.4,Corporate Events,2018-02-03
16978,bvZ8crIe,Process,0.3,Sports Events,2019-01-12
16979,9k2g3q6p,Waiting,0.4,Corporate Events,2019-10-30
16980,6qx2ojqo,Discarded,0.1,Indefinite,2018-02-03
16981,no8gyib4,Discarded,0.1,Indefinite,2019-01-12
16982,9rsf6p7f,Waiting,0.4,Indefinite,2019-10-30
16983,17bu6g8i,Waiting,0.4,Corporate Events,2018-02-03
16984,g0b89zkn,Discarded,0.1,Indefinite,2019-01-12
16985,70peAVYV,Process,0.3,Indefinite,2019-10-30
16986,1heim8j4,Discarded,0.1,Corporate Events,2018-02-03
16987,6ygbat9o,Waiting,0.4,Educational Seminars,2019-01-12
16988,a2xxfjcp,Waiting,0.4,Corporate Events,2019-10-30
16989,30l9fn9y,Waiting,0.4,Corporate Events,2018-02-03
16990,9l7g6trk,Waiting,0.4,Educational Seminars,2019-01-12
16991,TuaqBO66,Qualified,0.5,Sports Events,2019-10-30
16992,1hl4ih6o,Waiting,0.4,Corporate Events,2018-02-03
16993,fi7y25wj,Discarded,0.1,Corporate Events,2019-01-12
16994,ief6nved,Discarded,0.1,Corporate Events,2019-10-30
16995,ry9ywh84,Waiting,0.4,Corporate Events,2018-02-03
16996,6dggj7y3,Discarded,0.1,Indefinite,2019-01-12
16997,60b5ruku,Waiting,0.4,Indefinite,2019-10-30
16998,90v671de,Waiting,0.4,Corporate Events,2018-02-03
16999,iF6Q0TgJ,Discarded,0.1,Corporate Events,2019-01-12
17000,jrq7sgs6,Waiting,0.4,Indefinite,2019-10-30
17001,3ugnYjoA,Qualified,0.5,Corporate Events,2018-02-03
17002,drioa7vz,Discarded,0.1,Corporate Events,2019-01-12
17003,6n7b8374,Qualified,0.5,Corporate Events,2019-10-30
17004,f912tp44,Discarded,0.1,Corporate Events,2018-02-03
17005,yaRrd9rW,Discarded,0.1,Sports Events,2019-01-12
17006,X5CGSzft,Qualified,0.5,Educational Seminars,2019-10-30
17007,XL6SszK6,Waiting,0.4,Indefinite,2018-02-03
17008,2J4zLLf7,Qualified,0.5,Corporate Events,2019-01-12
17009,BjipJQjg,Waiting,0.4,Sports Events,2019-10-30
17010,v9csa5rq,Waiting,0.4,Corporate Events,2018-02-03
17011,YuJjiBF4,Qualified,0.5,Corporate Events,2019-01-12
17012,wb1gqsu0,Waiting,0.4,Corporate Events,2019-10-30
17013,7ZP9Vqz6,Discarded,0.1,Corporate Events,2018-02-03
17014,we1j5r1b,Discarded,0.1,Corporate Events,2019-01-12
17015,kkl571ku,Discarded,0.1,Corporate Events,2019-10-30
17016,yC8fUkZr,Waiting,0.4,Indefinite,2018-02-03
17017,53uh27ek,Waiting,0.4,Sports Events,2019-01-12
17018,6qby224i,Waiting,0.4,Indefinite,2019-10-30
17019,KDy8jKPp,Qualified,0.5,Corporate Events,2018-02-03
17020,tbezm5bc,Waiting,0.4,Corporate Events,2019-01-12
17021,1wa250v1,Waiting,0.4,Corporate Events,2019-10-30
17022,gc8mjrcf,Waiting,0.4,Corporate Events,2018-02-03
17023,370zjqi5,Waiting,0.4,Corporate Events,2019-01-12
17024,dMCkgfXR,Waiting,0.4,Corporate Events,2019-10-30
17025,77rv0z3f,Discarded,0.1,Corporate Events,2018-02-03
17026,wQ0CHbsL,Qualified,0.5,Corporate Events,2019-01-12
17027,4u5aav1y,Waiting,0.4,Corporate Events,2019-10-30
17028,g902szqs,Process,0.3,Sports Events,2018-02-03
17029,ydv0n25i,Discarded,0.1,Indefinite,2019-01-12
17030,0pq3kl1g,Waiting,0.4,Corporate Events,2019-10-30
17031,dqantoso,Discarded,0.1,Indefinite,2018-02-03
17032,d6ywow2u,Waiting,0.4,Corporate Events,2019-01-12
17033,k81c5hov,Waiting,0.4,Indefinite,2019-10-30
17034,3c0MDlCd,Waiting,0.4,Indefinite,2018-02-03
17035,b7co72ho,Waiting,0.4,Indefinite,2019-01-12
17036,CQFN7OC7,Qualified,0.5,Corporate Events,2019-10-30
17037,56DjwqDz,Waiting,0.4,Sports Events,2018-02-03
17038,588sxear,Waiting,0.4,Indefinite,2019-01-12
17039,s5hxnbys,Waiting,0.4,Indefinite,2019-10-30
17040,qmmB9U6W,Waiting,0.4,Sports Events,2018-02-03
17041,e8kdd0ud,Discarded,0.1,Educational Seminars,2019-01-12
17042,CFKLXer2,Qualified,0.5,Corporate Events,2019-10-30
17043,bkkvlgwa,Discarded,0.1,Corporate Events,2018-02-03
17044,1z4zchut,Waiting,0.4,Indefinite,2019-01-12
17045,4ea0omgm,Discarded,0.1,Corporate Events,2019-10-30
17046,qwlwnpm2,Waiting,0.4,Corporate Events,2018-02-03
17047,9mni7iuz,Discarded,0.1,Corporate Events,2019-01-12
17048,GBid4jBn,Discarded,0.1,Sports Events,2019-10-30
17049,3fpolzsz,Waiting,0.4,Indefinite,2018-02-03
17050,iu7DN2kn,Qualified,0.5,Corporate Events,2019-01-12
17051,TbYlxAve,Process,0.3,Sports Events,2019-10-30
17052,QYy08dA5,Qualified,0.5,Corporate Events,2018-02-03
17053,4ivq0hgd,Waiting,0.4,Sports Events,2019-01-12
17054,ofAvfXR4,Waiting,0.4,Wedding Planning,2019-10-30
17055,70o2bwz5,Waiting,0.4,Sports Events,2018-02-03
17056,pbd1w2rc,Waiting,0.4,Corporate Events,2019-01-12
17057,Ig7VdfQx,Process,0.3,Indefinite,2019-10-30
17058,uLocdPYU,Discarded,0.1,Indefinite,2018-02-03
17059,mhdrclkr,Discarded,0.1,Educational Seminars,2019-01-12
17060,bbJrFvuq,Discarded,0.1,Wedding Planning,2019-10-30
17061,i51rxcxn,Waiting,0.4,Corporate Events,2018-02-03
17062,npuomvqh,Engaged,0.45,Educational Seminars,2019-01-12
17063,8d3abpme,Discarded,0.1,Corporate Events,2019-10-30
17064,7kekjac8,Waiting,0.4,Corporate Events,2018-02-03
17065,ydsqnkqw,Waiting,0.4,Corporate Events,2019-01-12
17066,2GV2fth3,Waiting,0.4,Wedding Planning,2019-10-30
17067,mF9fWDuy,Waiting,0.4,Indefinite,2018-02-03
17068,rGjAsXnM,Discarded,0.1,Indefinite,2019-01-12
17069,bmbcss70,Waiting,0.4,Indefinite,2019-10-30
17070,eisihu2i,Waiting,0.4,Indefinite,2018-02-03
17071,WkU4ll1O,Waiting,0.4,Corporate Events,2019-01-12
17072,o2ssgsli,Waiting,0.4,Indefinite,2019-10-30
17073,VkbYHRg0,Qualified,0.5,Educational Seminars,2018-02-03
17074,vphqovx0,Waiting,0.4,Indefinite,2019-01-12
17075,i6vQnCMO,Waiting,0.4,Wedding Planning,2019-10-30
17076,ENOsyOzD,Waiting,0.4,Sports Events,2018-02-03
17077,9zj4MlQP,Waiting,0.4,Sports Events,2019-01-12
17078,ncjIJlNB,Process,0.3,Wedding Planning,2019-10-30
17079,C4QGP4Tk,Waiting,0.4,Indefinite,2018-02-03
17080,tvstuwny,Discarded,0.1,Corporate Events,2019-01-12
17081,nQnFX7k2,Waiting,0.4,Wedding Planning,2019-10-30
17082,4bgfhw0q,Waiting,0.4,Corporate Events,2018-02-03
17083,qabwjfv6,Discarded,0.1,Indefinite,2019-01-12
17084,ORYzCGYW,Waiting,0.4,Wedding Planning,2019-10-30
17085,7ihbhlad,Waiting,0.4,Indefinite,2018-02-03
17086,RdzIDcHJ,Qualified,0.5,Educational Seminars,2019-01-12
17087,pv7cRPy2,Qualified,0.5,Wedding Planning,2019-10-30
17088,SFCx1Glc,Discarded,0.1,Indefinite,2018-02-03
17089,rko3g9z2,Qualified,0.5,Corporate Events,2019-01-12
17090,nre9yzob,Waiting,0.4,Indefinite,2019-10-30
17091,67hrpusp,Waiting,0.4,Corporate Events,2018-03-03
17092,54k61nb3,Waiting,0.4,Corporate Events,2019-01-12
17093,3X8MyniN,Waiting,0.4,Wedding Planning,2019-10-30
17094,m8in3bbd,Discarded,0.1,Indefinite,2018-03-03
17095,VBfHzlfg,Qualified,0.5,Corporate Events,2019-01-12
17096,zjxo5dqn,Discarded,0.1,Corporate Events,2019-10-30
17097,w0t4xlgg,Discarded,0.1,Indefinite,2018-03-03
17098,RX19NPF4,Discarded,0.1,Corporate Events,2019-01-12
17099,OGOVZvMc,Qualified,0.5,Educational Seminars,2019-10-30
17100,lZ9Vp68h,Waiting,0.4,Indefinite,2018-03-03
17101,jcsudno0,Waiting,0.4,Corporate Events,2019-01-12
17102,LWvEugFc,Waiting,0.4,Wedding Planning,2019-10-30
17103,DlbizPQd,Waiting,0.4,Indefinite,2018-03-03
17104,5ckwjdgo,Discarded,0.1,Corporate Events,2019-01-12
17105,nl03ttEc,Waiting,0.4,Corporate Events,2019-10-30
17106,SIKOuhon,Qualified,0.5,Corporate Events,2018-03-03
17107,5FKqDiCi,Discarded,0.1,Sports Events,2019-01-12
17108,zwoozzto,Process,0.3,Corporate Events,2019-10-30
17109,gw6gcoMR,Process,0.3,Educational Seminars,2018-03-03
17110,x4kCpHAz,Discarded,0.1,Sports Events,2019-01-12
17111,LOvGXw1u,Discarded,0.1,Wedding Planning,2019-10-30
17112,Ed0eeQq2,Qualified,0.5,Educational Seminars,2018-03-03
17113,wu1glymt,Discarded,0.1,Indefinite,2019-01-12
17114,k63pq2ea,Waiting,0.4,Corporate Events,2019-10-30
17115,sdjtuaz6,Waiting,0.4,Corporate Events,2018-03-03
17116,l5WVm8uY,Qualified,0.5,Corporate Events,2019-01-12
17117,L1TmyGvA,Waiting,0.4,Wedding Planning,2019-10-30
17118,80pQQRra,Discarded,0.1,Indefinite,2018-03-03
17119,0zs2CmAw,Discarded,0.1,Corporate Events,2019-01-12
17120,fxhkELCy,Waiting,0.4,Sports Events,2019-10-30
17121,at7nqisw,Waiting,0.4,Corporate Events,2018-03-03
17122,rwdmov29,Discarded,0.1,Indefinite,2019-01-12
17123,bPOKfYxf,Waiting,0.4,Sports Events,2019-10-30
17124,5WCnlm2w,Discarded,0.1,Indefinite,2018-03-03
17125,6EDzW6P9,Waiting,0.4,Indefinite,2019-01-12
17126,nGL7a3XZ,Waiting,0.4,Wedding Planning,2019-10-30
17127,cr1yxzn8,Waiting,0.4,Corporate Events,2018-03-03
17128,dHlWcW2z,Discarded,0.1,Indefinite,2019-01-12
17129,2bfab73p,Waiting,0.4,Corporate Events,2019-10-30
17130,apwq2aac,Waiting,0.4,Corporate Events,2018-03-03
17131,81JAn9lS,Waiting,0.4,Indefinite,2019-01-12
17132,3d8cdkqg,Discarded,0.1,Corporate Events,2019-10-30
17133,lvbf0d23,Discarded,0.1,Corporate Events,2018-03-03
17134,qafT7ZAN,Process,0.3,Sports Events,2019-01-12
17135,fgIbpNee,Waiting,0.4,Wedding Planning,2019-10-30
17136,zidc7was,Discarded,0.1,Corporate Events,2018-03-03
17137,bbxsCUux,Discarded,0.1,Corporate Events,2019-01-12
17138,3eT9lzaB,Waiting,0.4,Corporate Events,2019-10-30
17139,vf4kvobt,Waiting,0.4,Indefinite,2018-03-03
17140,5HJtu3nK,Discarded,0.1,Sports Events,2019-01-12
17141,tenkevjt,Discarded,0.1,Indefinite,2019-10-30
17142,W5qehSsK,Waiting,0.4,Corporate Events,2018-03-03
17143,qc7b2dgi,Waiting,0.4,Indefinite,2019-01-12
17144,LemVf0Tw,Waiting,0.4,Wedding Planning,2019-10-30
17145,y4g20153,Discarded,0.1,Corporate Events,2018-03-03
17146,0oebo388,Waiting,0.4,Indefinite,2019-01-12
17147,c5f7b1eo,Discarded,0.1,Corporate Events,2019-10-30
17148,0ZtW21SW,Discarded,0.1,Sports Events,2018-03-03
17149,te8jk16e,Discarded,0.1,Indefinite,2019-01-12
17150,07vemkTo,Waiting,0.4,Wedding Planning,2019-10-30
17151,QsDmffku,Discarded,0.1,Educational Seminars,2018-03-03
17152,xtw5w9yv,Discarded,0.1,Corporate Events,2019-01-12
17153,ryqtyn9c,Waiting,0.4,Corporate Events,2019-10-30
17154,60FPEZ5B,Discarded,0.1,Indefinite,2018-03-03
17155,yx9zhqdj,Process,0.3,Corporate Events,2019-01-12
17156,l7XWFSyp,Qualified,0.5,Sports Events,2019-10-30
17157,vberc2i5,Waiting,0.4,Corporate Events,2018-03-03
17158,7AUNELVP,Discarded,0.1,Sports Events,2019-01-12
17159,Tbp617gH,Qualified,0.5,Wedding Planning,2019-10-30
17160,zcn4yvuy,Discarded,0.1,Corporate Events,2018-03-03
17161,w1q8vezs,Discarded,0.1,Corporate Events,2019-01-12
17162,ze10rsiq,Waiting,0.4,Corporate Events,2019-10-30
17163,A9EOL403,Qualified,0.5,Corporate Events,2018-03-03
17164,vcn8nqus,Discarded,0.1,Corporate Events,2019-01-12
17165,Gpoudez9,Qualified,0.5,Wedding Planning,2019-10-30
17166,k84xuu1q,Waiting,0.4,Indefinite,2018-03-03
17167,xyMTeB3p,Qualified,0.5,Corporate Events,2019-01-12
17168,3673mwts,Waiting,0.4,Educational Seminars,2019-10-30
17169,2jk25w0e,Waiting,0.4,Corporate Events,2018-03-03
17170,4gpizzgf,Discarded,0.1,Corporate Events,2019-01-12
17171,SbifrnMG,Waiting,0.4,Wedding Planning,2019-10-30
17172,adeg6h3l,Waiting,0.4,Corporate Events,2018-03-03
17173,eah5i7yw,Waiting,0.4,Indefinite,2019-01-12
17174,oqZlW43b,Waiting,0.4,Wedding Planning,2019-10-30
17175,mhZNnTH8,Qualified,0.5,Corporate Events,2018-03-03
17176,et4iwl69,Waiting,0.4,Corporate Events,2019-01-12
17177,079isysq,Waiting,0.4,Corporate Events,2019-10-30
17178,sQEEiN5z,Process,0.3,Indefinite,2018-03-03
17179,KQ3MevEo,Waiting,0.4,Indefinite,2019-01-12
17180,jttnnr34,Waiting,0.4,Corporate Events,2019-10-30
17181,1008i9km,Waiting,0.4,Corporate Events,2018-03-03
17182,Sxaa6t1V,Waiting,0.4,Indefinite,2019-01-12
17183,nlXKyqLw,Qualified,0.5,Sports Events,2019-10-30
17184,tqcxvzjv,Waiting,0.4,Corporate Events,2018-03-03
17185,5aca1c7m,Discarded,0.1,Indefinite,2019-01-12
17186,w9ntazq4,Discarded,0.1,Indefinite,2019-10-30
17187,qGBL49x9,Discarded,0.1,Educational Seminars,2018-03-03
17188,GA8b3tCQ,Qualified,0.5,Corporate Events,2019-01-12
17189,0xao24fl,Discarded,0.1,Corporate Events,2019-10-30
17190,6hr2m50s,Discarded,0.1,Corporate Events,2018-03-03
17191,BJzaQexQ,Discarded,0.1,Sports Events,2019-01-12
17192,M3fWdg25,Waiting,0.4,Wedding Planning,2019-10-30
17193,4kcag4j1,Waiting,0.4,Corporate Events,2018-03-03
17194,397FyjAj,Waiting,0.4,Indefinite,2019-01-12
17195,HrVHOVmT,Discarded,0.1,Sports Events,2019-10-30
17196,bh4rl60c,Waiting,0.4,Corporate Events,2018-03-03
17197,sfSYJTgf,Waiting,0.4,Educational Seminars,2019-01-12
17198,m8vqaifp,Discarded,0.1,Corporate Events,2019-10-30
17199,6qzzw61o,Waiting,0.4,Corporate Events,2018-03-03
17200,295d33x7,Discarded,0.1,Indefinite,2019-01-12
17201,eyhnhrtv,Waiting,0.4,Educational Seminars,2019-10-30
17202,MdTox7xu,Waiting,0.4,Indefinite,2018-03-03
17203,g3hbi8op,Waiting,0.4,Indefinite,2019-01-12
17204,rnw9b7xr,Waiting,0.4,Corporate Events,2019-10-30
17205,37LQOXi6,Discarded,0.1,Indefinite,2018-03-03
17206,s1yigtav,Discarded,0.1,Corporate Events,2019-01-12
17207,1fsmx3jz,Waiting,0.4,Educational Seminars,2019-10-30
17208,cJzAgKf2,Waiting,0.4,Indefinite,2018-03-03
17209,9gd4p980,Discarded,0.1,Corporate Events,2019-01-12
17210,7jt52gvk,Discarded,0.1,Corporate Events,2019-10-30
17211,2vgsbvoq,Waiting,0.4,Indefinite,2018-03-03
17212,uhbebvxp,Waiting,0.4,Corporate Events,2019-01-12
17213,gretjsbv,Discarded,0.1,Corporate Events,2019-10-30
17214,hutcyXop,Qualified,0.5,Corporate Events,2018-03-03
17215,jwifkt9l,Discarded,0.1,Indefinite,2019-01-12
17216,pebonjt2,Discarded,0.1,Corporate Events,2019-10-30
17217,nwgN2gTp,Qualified,0.5,Corporate Events,2018-03-03
17218,aqbp9g66,Discarded,0.1,Corporate Events,2019-01-12
17219,ady1j7z5,Waiting,0.4,Indefinite,2019-10-30
17220,wfqy9j1e,Waiting,0.4,Corporate Events,2018-03-03
17221,7wCMiZVe,Waiting,0.4,Indefinite,2019-01-12
17222,h8p1nmlv,Discarded,0.1,Corporate Events,2019-10-30
17223,m4hgp2jl,Waiting,0.4,Corporate Events,2018-03-03
17224,ewpEx2Pu,Waiting,0.4,Sports Events,2019-01-12
17225,k07ot4bi,Waiting,0.4,Indefinite,2019-10-30
17226,xUQtc6jl,Qualified,0.5,Indefinite,2018-03-03
17227,AZTufFR7,Qualified,0.5,Corporate Events,2019-01-12
17228,5pc2gDqd,Engaged,0.45,Sports Events,2019-10-30
17229,hht8k89l,Waiting,0.4,Corporate Events,2018-03-03
17230,rgldlxp4,Discarded,0.1,Educational Seminars,2019-01-12
17231,tgvk8s3z,Waiting,0.4,Indefinite,2019-10-30
17232,7xi7jjpy,Waiting,0.4,Corporate Events,2018-03-03
17233,1v563npp,Discarded,0.1,Indefinite,2019-01-12
17234,5ag1bvih,Process,0.3,Indefinite,2019-10-30
17235,bh9s3j0z,Waiting,0.4,Corporate Events,2018-03-03
17236,kRm7Kejz,Discarded,0.1,Indefinite,2019-01-12
17237,vjEP8Gw9,Qualified,0.5,Corporate Events,2019-10-30
17238,fE22jGAh,Waiting,0.4,Indefinite,2018-03-03
17239,4hY1ZKnw,Qualified,0.5,Corporate Events,2019-01-12
17240,c4bjnm4c,Discarded,0.1,Corporate Events,2019-10-30
17241,nVddd877,Discarded,0.1,Sports Events,2018-03-03
17242,66j6mk6b,Discarded,0.1,Corporate Events,2019-01-12
17243,69snl32q,Waiting,0.4,Corporate Events,2019-10-30
17244,2acy354s,Waiting,0.4,Educational Seminars,2018-03-03
17245,bDa35ejz,Discarded,0.1,Indefinite,2019-01-12
17246,glwo4pam,Waiting,0.4,Educational Seminars,2019-10-30
17247,WGgN5CbV,Waiting,0.4,Indefinite,2018-03-03
17248,2liolxsf,Discarded,0.1,Indefinite,2019-01-12
17249,12fwj8el,Discarded,0.1,Corporate Events,2019-10-30
17250,755tg523,Waiting,0.4,Corporate Events,2018-03-03
17251,vndt0jca,Discarded,0.1,Corporate Events,2019-01-12
17252,kyb0sb66,Waiting,0.4,Corporate Events,2019-10-30
17253,TWnHRUDN,Waiting,0.4,Indefinite,2018-03-03
17254,080mcn2y,Discarded,0.1,Corporate Events,2019-01-12
17255,xi761qgj,Waiting,0.4,Corporate Events,2019-10-30
17256,7ZzBhdH9,Qualified,0.5,Corporate Events,2018-03-03
17257,j7ks4jes,Waiting,0.4,Corporate Events,2019-01-12
17258,4m8ufvh9,Discarded,0.1,Corporate Events,2019-10-30
17259,BLvZ5JZy,Qualified,0.5,Corporate Events,2018-03-03
17260,7nmx4afb,Waiting,0.4,Corporate Events,2019-01-12
17261,vhm06zc7,Waiting,0.4,Sports Events,2019-10-30
17262,pf6ap99w,Discarded,0.1,Corporate Events,2018-03-03
17263,BfUEoxQF,Process,0.3,Sports Events,2019-01-12
17264,hj2zld4c,Discarded,0.1,Corporate Events,2019-10-30
17265,hmtbppop,Waiting,0.4,Corporate Events,2018-03-03
17266,rzak6o3n,Process,0.3,Corporate Events,2019-01-12
17267,An4kFrBY,Qualified,0.5,Sports Events,2019-10-30
17268,q3xir2b1,Discarded,0.1,Corporate Events,2018-03-03
17269,wq28zfn9,Discarded,0.1,Corporate Events,2019-01-12
17270,34oJYKuc,Qualified,0.5,Educational Seminars,2019-10-30
17271,3c27e925,Waiting,0.4,Educational Seminars,2018-03-03
17272,Pin9G4Q9,Discarded,0.1,Corporate Events,2019-01-12
17273,l8ufzwNa,Qualified,0.5,Educational Seminars,2019-10-30
17274,scppc424,Discarded,0.1,Educational Seminars,2018-03-03
17275,rJvVa1FZ,Qualified,0.5,Corporate Events,2019-01-12
17276,lsciuzwt,Waiting,0.4,Corporate Events,2019-10-30
17277,DxtjWM31,Waiting,0.4,Sports Events,2018-03-03
17278,6k75hjkc,Discarded,0.1,Corporate Events,2019-01-12
17279,8biknump,Waiting,0.4,Sports Events,2019-10-30
17280,ifeodv96,Waiting,0.4,Corporate Events,2018-03-03
17281,f1jhvauz,Waiting,0.4,Corporate Events,2019-01-12
17282,ihusgtnm,Discarded,0.1,Educational Seminars,2019-10-30
17283,jPIUH6N0,Waiting,0.4,Corporate Events,2018-03-03
17284,uxpke07i,Discarded,0.1,Indefinite,2019-01-12
17285,nXMb6JrY,Waiting,0.4,Sports Events,2019-10-30
17286,pK4yZvhd,Waiting,0.4,Indefinite,2018-03-03
17287,d5x3dWnx,Qualified,0.5,Corporate Events,2019-01-12
17288,mjrgupnu,Process,0.3,Corporate Events,2019-10-30
17289,ZbMKNYl6,Qualified,0.5,Corporate Events,2018-03-03
17290,9vr609os,Waiting,0.4,Corporate Events,2019-01-12
17291,UsTsaMNT,Waiting,0.4,Indefinite,2019-10-30
17292,qg9p1nrn,Waiting,0.4,Corporate Events,2018-03-03
17293,lzeczsl4,Discarded,0.1,Corporate Events,2019-01-12
17294,gf5ya6fk,Discarded,0.1,Corporate Events,2019-10-30
17295,92ux8vdx,Waiting,0.4,Indefinite,2018-03-03
17296,62x8rqux,Discarded,0.1,Corporate Events,2019-01-12
17297,y3s3xqph,Waiting,0.4,Indefinite,2019-10-30
17298,rt6bav3k,Waiting,0.4,Corporate Events,2018-03-03
17299,v7br27i7,Waiting,0.4,Indefinite,2019-01-12
17300,lv2kzg5z,Process,0.3,Corporate Events,2019-10-30
17301,4y46krf0,Waiting,0.4,Indefinite,2018-03-03
17302,615h4l2j,Discarded,0.1,Corporate Events,2019-01-12
17303,0091kjk0,Waiting,0.4,Corporate Events,2019-10-30
17304,nbvo3z8z,Waiting,0.4,Indefinite,2018-03-03
17305,knrmqpnm,Discarded,0.1,Indefinite,2019-01-12
17306,QqvbGvVG,Process,0.3,Indefinite,2019-10-30
17307,2421brcr,Discarded,0.1,Corporate Events,2018-03-03
17308,RRhUL1XK,Waiting,0.4,Corporate Events,2019-01-12
17309,a0pjSz6d,Qualified,0.5,Corporate Events,2019-10-30
17310,yt5xidev,Waiting,0.4,Corporate Events,2018-03-03
17311,9po0zklb,Discarded,0.1,Corporate Events,2019-01-12
17312,e6sqoqqc,Discarded,0.1,Corporate Events,2019-10-30
17313,uwz23byq,Waiting,0.4,Corporate Events,2018-03-03
17314,e4ckysgf,Waiting,0.4,Indefinite,2019-01-12
17315,A03cWGrp,Process,0.3,Indefinite,2019-10-30
17316,kA8lSb16,Discarded,0.1,Sports Events,2018-03-03
17317,crx3sxqf,Engaged,0.45,Corporate Events,2019-01-12
17318,kc95a359,Discarded,0.1,Corporate Events,2019-10-30
17319,4cpbd31h,Waiting,0.4,Corporate Events,2018-03-03
17320,2fu334xa,Waiting,0.4,Corporate Events,2019-01-12
17321,622unnzq,Process,0.3,Corporate Events,2019-10-30
17322,k8iq6o7w,Discarded,0.1,Corporate Events,2018-03-03
17323,CLIuhoNb,Waiting,0.4,Educational Seminars,2019-01-12
17324,ffed9jdf,Discarded,0.1,Corporate Events,2019-10-30
17325,4jag0t64,Waiting,0.4,Corporate Events,2018-03-03
17326,ih1udsgw,Waiting,0.4,Corporate Events,2019-01-12
17327,qucgvy8b,Waiting,0.4,Sports Events,2019-10-30
17328,xmlluu2h,Waiting,0.4,Corporate Events,2018-03-03
17329,0qG8VOqd,Waiting,0.4,Educational Seminars,2019-01-12
17330,dyznkb0y,Waiting,0.4,Corporate Events,2019-10-30
17331,ufin88w3,Discarded,0.1,Indefinite,2018-03-03
17332,cnu426mm,Discarded,0.1,Corporate Events,2019-01-12
17333,j23lv1on,Discarded,0.1,Corporate Events,2019-10-30
17334,jywqTNaK,Qualified,0.5,Corporate Events,2018-03-03
17335,rkrrn27z,Waiting,0.4,Corporate Events,2019-01-12
17336,kzl9aixs,Waiting,0.4,Indefinite,2019-10-30
17337,9jcu8r2c,Waiting,0.4,Corporate Events,2018-03-03
17338,ms4vox5v,Discarded,0.1,Corporate Events,2019-01-12
17339,u6v5tru7,Discarded,0.1,Corporate Events,2019-10-30
17340,F3qByzzz,Waiting,0.4,Indefinite,2018-03-03
17341,zksrrhcd,Discarded,0.1,Corporate Events,2019-01-12
17342,5eDONDKA,Process,0.3,Indefinite,2019-11-29
17343,qz64sBRY,Waiting,0.4,Sports Events,2018-03-03
17344,arWJQdtC,Waiting,0.4,Indefinite,2019-01-12
17345,sqkKEQFQ,Waiting,0.4,Wedding Planning,2019-11-29
17346,LFJE0jlH,Qualified,0.5,Corporate Events,2018-03-03
17347,6r52i6y1,Discarded,0.1,Corporate Events,2019-01-12
17348,g1OaCfQe,Waiting,0.4,Wedding Planning,2019-11-29
17349,aj0q5wv0,Waiting,0.4,Corporate Events,2018-03-03
17350,IjKWTzzj,Discarded,0.1,Indefinite,2019-01-12
17351,DJvPZ5R8,Waiting,0.4,Wedding Planning,2019-11-29
17352,YmiJGYj4,Discarded,0.1,Corporate Events,2018-03-03
17353,qvgve6nt,Waiting,0.4,Corporate Events,2019-01-12
17354,l8OmruAc,Qualified,0.5,Wedding Planning,2019-11-29
17355,pzPjpbCy,Waiting,0.4,Corporate Events,2018-03-03
17356,j91XZql8,Waiting,0.4,Corporate Events,2019-01-12
17357,femXwStN,Waiting,0.4,Wedding Planning,2019-11-29
17358,aix61ccp,Waiting,0.4,Indefinite,2018-03-03
17359,v7aynq1f,Engaged,0.45,Corporate Events,2019-01-12
17360,KjJJt8DE,Waiting,0.4,Wedding Planning,2019-11-29
17361,tywvlepi,Waiting,0.4,Corporate Events,2018-03-03
17362,bdspfaum,Waiting,0.4,Corporate Events,2019-01-13
17363,byy6buwb,Waiting,0.4,Sports Events,2019-11-29
17364,kzl03GzB,Qualified,0.5,Corporate Events,2018-03-03
17365,i8y61wzl,Discarded,0.1,Corporate Events,2019-01-13
17366,wtlcab9l,Waiting,0.4,Indefinite,2019-11-29
